Condition,Cell_ID,Cell_Size,Mito_Mass,Cytosolic_Ca,Mito_Ca,ROS,DeltaPsi,ATP,mPTP,CytC_Release,Caspase3,ApoptosisProb,Apoptotic,StressScore
Control,Control_016,1.0730686427505558,1.0379421644040019,0.3106398729531319,0.1540474290831415,0.363175097929799,0.8893665143829774,0.8245407030811807,0.45999426551508593,0.3133169515693808,0.20737837885833782,0.03492296958722355,0,-0.7488256679689234
Control,Control_017,1.031448017090407,1.140093451202026,0.2791018215765903,0.12774066880926946,0.2918840407111599,0.9910194911961683,0.8774679866339029,0.366730401522832,0.045406904077118546,0.0,0.011263709259770292,0,-1.2248569349374152
Control,Control_018,0.766052593869476,0.9674985364156586,0.37199731328166913,0.07154574496067113,0.27832357684849957,0.9588620781273616,0.7686589380957705,0.19693893859882947,0.0,0.0,0.011117814572163163,0,-1.3957084749808841
Control,Control_019,0.957898068390823,1.1747082671059288,0.2864383147135152,0.10621334847548387,0.30537169524036534,0.8646147500745819,0.8630375244466703,0.3764414067205088,0.13064634433585018,0.10899649732582958,0.018534432198715593,0,-1.0001996767294121
Control,Control_020,0.7337982687938702,1.1677040110497077,0.25113874090652955,0.13298178671959268,0.3695334202719509,0.9901301899817454,0.8062198331061328,0.3509374254637196,0.19327848041913026,0.0,0.01852255656954371,0,-1.083406010002058
Control,Control_021,1.1643641329185022,1.2122225161647397,0.4525954138245088,0.05824407797129577,0.34280831924956806,0.9763148020659553,0.8561742289682966,0.35743583799767764,0.23852865672977383,0.14501762375470506,0.018485898320966483,0,-1.1050166678674578
Control,Control_022,0.8696734501458296,1.0492037514912853,0.3341956589659425,0.14957009218087597,0.3071475412056937,0.937601211359238,0.883275603896543,0.576255162427915,0.2900123428374928,0.0,0.019514329443334238,0,-0.8821295578614862
Control,Control_023,1.1506484331351876,1.0830615802842443,0.35472697432815464,0.08439701547810333,0.31627383550687777,0.9055920287694987,0.907309269488351,0.3925632299221691,0.14850548854099066,0.0,0.014140529089216213,0,-1.0838617061430598
Control,Control_024,1.1135043572420975,1.1822770509072538,0.250267626965058,0.12182958955335985,0.48478224040184237,0.825883210946883,0.7000276896434081,0.4769113664738888,0.3592585926573819,0.34218700397624113,0.06853703887722852,0,-0.49082486482514304
Control,Control_025,0.8919291576956726,1.0662618487558,0.31189320928323716,0.063367073856582,0.4294432051425117,0.8767734242480416,0.6376798883934699,0.4733553761239285,0.13369102294896568,0.05594137310983354,0.026961319359866825,0,-0.8742834003878267
Control,Control_026,0.8640658058478706,0.9524264833726974,0.35776458127969063,0.02,0.3195426568771823,0.9809380464722292,0.8612088987634219,0.3403709864425694,0.10900886626668133,0.0,0.01083712310310772,0,-1.29385937452148
Control,Control_027,1.0420444259663606,0.9587494359241796,0.26943044958043877,0.02,0.29166024347177405,1.02686406173294,0.9687771107271866,0.3110974826780727,0.120539707131567,0.0,0.008289354727960134,0,-1.3968052935603303
Control,Control_028,0.8986811155380314,1.0412011707603717,0.37629886128419704,0.13458969824915187,0.34896755708239663,0.978854962135618,0.9321366980363113,0.4327848685603719,0.24746671675472925,0.22664024334678223,0.02226290889149175,0,-0.9323422454373534
Control,Control_029,1.0122981570589848,0.8577072056739766,0.30795529170568364,0.12336770220027818,0.3784617240812544,0.8725571172607658,0.8268575554726568,0.5565746237576076,0.28526557529897517,0.04733385777370559,0.02706931453979985,0,-0.7488603460978573
Control,Control_030,0.9420606891031698,0.9953835064638198,0.3295814375144706,0.06109450562380019,0.2358970479668217,0.8823466568830407,0.8237983913880516,0.2577276823360829,0.05577242628163955,0.0,0.011588294306883296,0,-1.2995974940680255
Control,Control_031,0.786260990264124,1.1441602304951533,0.3078805371439422,0.1460737355270222,0.32771682336752583,0.911574813520381,0.8924506454867301,0.4405642659950982,0.043811862730674445,0.04959213666710087,0.015084309520869555,0,-0.9996836373855796
Control,Control_032,0.732343837705065,0.7496241141676891,0.47965947291562566,0.06818961178433137,0.19388444013151782,0.8580131170074305,0.8043397385206349,0.2615699249203105,0.001955439099182582,0.06184378530649215,0.011553026107183294,0,-1.3054162112573713
Control,Control_033,1.0272021098193516,1.1967124285228647,0.3490551942683446,0.11820453007508161,0.3611376571161563,0.9177953763316717,0.8623386556633907,0.44241011206159825,0.2579012309513226,0.12163538584022722,0.023981179277651858,0,-0.8900423590452593
Control,Control_034,0.9326130704403249,1.147259482551902,0.27596023497308697,0.023925110254833057,0.33607001539386683,0.9148564496576425,0.8469567354584122,0.28471742340842104,0.02622735940768263,0.0,0.011365502881185107,0,-1.2598387647408347
Control,Control_035,0.9336292219703042,0.9574028224078658,0.40757814384722324,0.10354218387839857,0.2927709303843232,0.8957218208014929,0.8998867199440419,0.3489138294669623,0.14181414516170632,0.1571395389938188,0.017504771486626977,0,-1.0521141156275875
Control,Control_036,1.0835036606912543,1.07778147565214,0.2645409445020284,0.09543325085469477,0.433124036314915,0.8097082385106277,0.9064645954061583,0.44123728963631165,0.27089571402822116,0.22222218017457812,0.034622947718136995,0,-0.6609908284184296
Control,Control_037,1.1408130731958934,1.0129523035362822,0.36462045165033286,0.07599235616057937,0.22839296386209684,0.9632747762931319,0.9063047182757636,0.3668759193157436,0.11520088416497067,0.05056130282052106,0.01067940855193774,0,-1.2750086272384786
Control,Control_038,0.967294633436583,1.1601734205201648,0.21282309132841568,0.05141474931115596,0.2006303955753328,0.9209999111005464,0.8465243599421525,0.3478521539569681,0.130340266250401,0.0,0.010771556590225715,0,-1.307714520027699
Control,Control_039,0.9591281551708166,1.1304965534399158,0.2570269765771098,0.15033701035485486,0.3633632819588828,0.8375103145267546,0.8113864965090123,0.37787829181887844,0.10758401027695645,0.024899623130182066,0.022281005713688896,0,-0.8910337765242352
Control,Control_040,1.060017163973666,0.8445660895255618,0.3637802865108386,0.0927095881074046,0.3950161958311829,0.7546497921558727,0.668797131284121,0.458066024201704,0.2309932689488765,0.1464240640279373,0.04145724109812707,0,-0.6718514462342356
Control,Control_041,0.837167731636051,1.0830460659232242,0.40169266059967873,0.19073395793379605,0.4837052194722591,0.8616916731941638,0.7595038888528162,0.48717436804342407,0.32919567020043666,0.22687185871405813,0.057018073439322754,0,-0.5060072143777796
Control,Control_042,1.0267783665697237,0.9878992338703332,0.36199577968329794,0.058916111609697175,0.27439035182353794,1.0188201245747572,0.870410267658172,0.22833279270300538,0.0485324117949023,0.05585682821951388,0.009720128970711919,0,-1.4268857366380543
Control,Control_043,1.0662263166186585,1.022514484769695,0.34190462023282314,0.15145486775640507,0.42366234883057297,0.9656244651436426,0.8198487660112425,0.43338550597719894,0.19038368567839828,0.14059059522423228,0.02613479755848192,0,-0.8657409716034221
Control,Control_044,1.0816276250101156,0.9251939481911451,0.32892274130874977,0.20161707669753642,0.36803209164884193,0.8639193947363354,0.8394727885290235,0.46093774648192465,0.25805176381566364,0.06902806111040635,0.030826296121653184,0,-0.7307224231043635
Control,Control_045,0.7675896756997043,1.222351024602023,0.24650346067428006,0.02,0.27691608900414266,0.9057678574009996,0.7936153196400472,0.4587078935163322,0.2723722179584575,0.23846512056000357,0.021928165585756536,0,-1.0206424465002002
Control,Control_046,0.9086373676229271,1.137381994695832,0.29961090541237034,0.057050101566101005,0.3675287413288126,0.9334543734608363,0.8843675574091342,0.3955693648161829,0.04646535061828533,0.0,0.012328698622317764,0,-1.1272942127650496
Control,Control_047,0.894608409661184,0.9238020366307669,0.31775528603281483,0.14583867774231757,0.3912900064729823,0.8406627381777585,0.804618735560817,0.3796622023676506,0.26312294773562983,0.1874114746630531,0.036558346132654886,0,-0.7476560008927535
Control,Control_048,1.0119864345291056,0.852421303478295,0.4239985558353241,0.13621677137978386,0.2309500961320053,0.9424858904211667,0.8909318051450417,0.3173561332390908,0.07653709410999868,0.07266232085295476,0.012551530863375035,0,-1.2203886873337895
Control,Control_049,1.057689349572158,0.9662938605901811,0.3740532802697923,0.15318740049670582,0.4522921547043304,0.914289755804809,0.8008940611030312,0.5369234978793963,0.34978152457119926,0.14541781318182856,0.04005267082177152,0,-0.6354632075775325
Control,Control_050,1.1796052488935178,1.0647148938384796,0.2265871891246086,0.043066404990663776,0.3959862770361203,0.9673390554477627,0.8375127350012871,0.4897427193334577,0.3547987155291562,0.20457131817415763,0.02676869094737884,0,-0.8944643494208265
Control,Control_051,0.9406041423558312,1.0413992775810696,0.37268587785763563,0.13563544449854645,0.2972465609186789,0.9078963816541256,0.8988021483659849,0.29705389517334724,0.0010752695162809522,0.0,0.012153321876489277,0,-1.1729877081748064
Control,Control_052,0.9402913002028943,1.1629505152797122,0.3230442403708578,0.10372485000627546,0.3543824298434426,0.8952562019245902,0.7848920763508976,0.2904052141618468,0.05353978712823768,0.0,0.01650114207768701,0,-1.1123362220042665
Control,Control_053,1.1379606422654496,1.1073649429692252,0.30261545997858286,0.17598233469209243,0.3937741636512333,0.8413133811081659,0.7773295848982364,0.5945382808678804,0.3341870487132516,0.22711048896667477,0.047517524542312645,0,-0.5250019446093155
Control,Control_054,1.0355892326236367,1.1289228593978717,0.3928173402188607,0.15275131967467404,0.3669852574612768,0.8534790145085782,0.8032801848761587,0.4747708147341696,0.19835095680088105,0.24863656447668653,0.0338872403861497,0,-0.7215703135683154
Control,Control_055,1.152118181342557,1.0517972243807754,0.42216996657471656,0.16801564802566293,0.31708568084236893,0.8920347019354964,0.7846639898794567,0.3738849535679375,0.28397065933140037,0.0564073323583409,0.027312890826396742,0,-0.9135125827244507
Control,Control_056,1.0346473603611803,0.845858728682204,0.4151896083381339,0.1206037449509988,0.28725804947228584,0.9358749052647463,0.8274878396733283,0.4025598329855306,0.11952542971500618,0.03083527570495434,0.015188870487303788,0,-1.1067512686255119
Control,Control_057,0.8611460057544075,0.9890907525698948,0.2912547733744153,0.07268279723669574,0.31091847378711196,0.9656479195206266,0.8382558958577628,0.1858822547550773,0.0,0.0,0.010665846671311322,0,-1.3731906456072391
Control,Control_058,0.8400245974266632,1.1397853450965627,0.32835513369041497,0.08897080552246797,0.40212789383326614,0.8571375869390693,0.8389481581910992,0.42725102984269725,0.23653363485301943,0.12504787869136064,0.027215723810519326,0,-0.8192711227886535
Control,Control_059,0.8138185301129285,1.0063918248845654,0.3731884401982495,0.15428308261208512,0.38747939799704856,0.9647036676706917,0.8702521925513732,0.450729971152442,0.15392938969603714,0.041096310983240125,0.019063618741178966,0,-0.9411753603284372
Control,Control_060,1.0794462201710169,1.0729454205423725,0.41828815889856513,0.121141786765282,0.3085708007983495,0.8991755578897896,0.8571760989789028,0.44664805887375225,0.19133495743573325,0.0012542115253247887,0.01751301800470212,0,-0.9904961010696668
Control,Control_061,1.142631618770441,0.9743247784779869,0.3164578033508297,0.12814672258657514,0.391684934909343,0.8922574739886707,0.8638823097529816,0.37611169641647435,0.2014480724025603,0.09908268144008464,0.024148653910981317,0,-0.8880853570339515
Control,Control_062,1.2219234569663657,0.8889971544825015,0.3370038716335328,0.24247540299046277,0.18971594790160295,0.8821058430257821,0.8928414392038988,0.4160855320216902,0.147511386890897,0.0,0.01648191136821801,0,-1.0081903101192888
Control,Control_063,1.1011726398787889,0.9977732886219897,0.272556551819578,0.14766227534275383,0.4268616229302865,0.7612524658868491,0.7820781836538134,0.4472320854449278,0.2366209128190032,0.0005508364020858358,0.03532248629067381,0,-0.6411701576678356
Control,Control_064,1.1395406293041983,1.0496602694714414,0.266265536314353,0.07363152577995308,0.19135422208651193,0.9903232968342274,0.9028776072982153,0.2974571820121131,0.039183342155606864,0.02534363802297515,0.008111944031538533,0,-1.4381099385939402
Control,Control_065,0.9303980400815578,0.9338920499721497,0.40687680756759387,0.21447971797849452,0.35114500719210334,0.9252735383957998,0.8770479798428567,0.40824442445443687,0.09081161935931649,0.05634986874929575,0.019827460878672185,0,-0.9152064724187424
Control,Control_066,0.8612301019907372,0.9842892269247226,0.4449368019999576,0.13124335831869208,0.2606826186195814,0.9075845087167906,0.8383052687648321,0.3477238851283666,0.15282715662035629,0.05814370888512396,0.01667435233264262,0,-1.1049318480753427
Control,Control_067,1.1020095198901063,0.899838987269205,0.3449592914893766,0.02,0.19837229669953665,0.9565076305873456,0.7566545053112559,0.20348996244971912,0.12531174431498954,0.06856466320077033,0.011536308413848792,0,-1.4629236586200982
Control,Control_068,1.050121690268728,1.1468839664152144,0.42024730285244166,0.08660137734331033,0.40022849492098606,0.9238904716276585,0.8152221160677173,0.44504449048937894,0.23736940553054106,0.18868060589391017,0.02690268609772342,0,-0.8698232865200599
Control,Control_069,1.0128933249209071,0.9772398853969588,0.37531452175333435,0.02,0.25626091590816763,0.862295305655876,0.8946812542948972,0.3674068372380628,0.16094614117941225,0.06049967171751984,0.013229346347355666,0,-1.1607681893817212
Control,Control_070,1.0464845776759588,1.1869052417226649,0.3048416171776413,0.08560375696969592,0.3427769623575133,0.884439833298881,0.8694639459061345,0.37547991102917483,0.2174299141530227,0.14994750242391225,0.02204151675284342,0,-0.956947394822338
Control,Control_071,1.0387822578949848,1.196024318372432,0.37529769238558897,0.13245929508632923,0.33632224226730534,0.9445288534684716,0.9080624339957836,0.4009336234707143,0.0991582124717636,0.0,0.014081229900248958,0,-1.0686609967453828
Control,Control_072,1.1540580231824273,1.0028490605409137,0.4576625596526178,0.2607681346149332,0.43073851848233846,0.8008001532370337,0.8596001147252719,0.4785798555651714,0.3881876142176772,0.30495970629637675,0.06964432751371226,0,-0.3689005113460839
Control,Control_073,1.1553982701780348,0.891560728401841,0.34749217726230336,0.1412379044676559,0.3489345893846631,0.9153142222288806,0.8506372499171495,0.4002893896160097,0.20418144531933655,0.10972391506617606,0.022742077264051606,0,-0.928910478116137
Control,Control_074,1.0653064422808416,0.7622668309795224,0.4595250559069804,0.1476877378389113,0.2566500263343102,0.8520778659210557,0.8598196901353904,0.39270750054256276,0.2797259886371499,0.1564826855603673,0.025375068465260584,0,-0.9083987691994114
Control,Control_075,1.1014963447075514,0.835930127544308,0.16661784271371785,0.1080805798208106,0.3983749382806646,0.9183861199286004,0.7944183952490937,0.577423831872626,0.2903017434675545,0.0929180434656705,0.0280455935085514,0,-0.7663687738158106
Control,Control_076,1.0616875062909732,0.8477143973196837,0.40753317530626565,0.02,0.25443703917870814,0.9390417772658101,0.8389859563513592,0.22686469660625688,0.15964349969979488,0.0772034869451089,0.012664747205647456,0,-1.3457900068889823
Control,Control_077,0.9446596321558457,1.1779909316029034,0.35609329477667195,0.13876952665834913,0.23348555409007454,0.8456734630395721,0.8832460683747458,0.46893393964122,0.27610514711342576,0.0863500481917158,0.021197028423812676,0,-0.9121943423526011
Control,Control_078,1.0907877609895769,1.0264735267747565,0.32906948546738923,0.16142623154680422,0.3226737429284481,0.9614205472311113,0.9369056399299196,0.4650189861197896,0.2752627434911864,0.08392368404420025,0.019992196601047053,0,-0.9307047749556634
Control,Control_079,0.8326605917368886,1.0593271191985614,0.3564232543574851,0.036032964278329305,0.40126801926965,0.8692261826362419,0.78011537360396,0.4067353673965599,0.22202360957589828,0.07256632608196643,0.023536474051117647,0,-0.932255019255468
Control,Control_080,1.126466986275506,0.7461240552353078,0.21087017597793747,0.14242980418469386,0.4036089338310568,0.8479046440368975,0.780581359605764,0.5695615295294839,0.3189740071245871,0.1301110695280458,0.03845783304147979,0,-0.6171799121515935
Control,Control_081,0.8566572472280758,0.8688186048014516,0.33462296785137413,0.1374278231976458,0.3174368710303905,0.9182038965232379,0.8560239481570263,0.4223860636899618,0.2854334412512186,0.27755537808017505,0.02941283439595348,0,-0.8649137130541754
Control,Control_082,1.034296394415368,1.1190241494810773,0.37499788000582224,0.1063319831679897,0.3034013531233054,0.9736704524774302,0.9055675100328083,0.3821872782089676,0.17625528408119845,0.13567992927200095,0.01596479172684102,0,-1.103941259451095
Control,Control_083,0.8985815249888609,1.0469874697934332,0.4534525831319061,0.1966753160625442,0.34598943864292814,0.8416231819796288,0.756445305702216,0.4686344575282482,0.10641057450008354,0.1559186545781643,0.02999328669058312,0,-0.7557256147729983
Control,Control_084,1.0664066779689312,0.9949099428652513,0.31372108472084465,0.24604395112055935,0.5360921368535105,0.8457766902053367,0.6670372634710524,0.669542739891231,0.3646495669641968,0.18335415818205061,0.08158757791784298,0,-0.24469821492205285
Control,Control_085,0.9959289728886509,1.0803556593395376,0.29340544779747685,0.1136038820326266,0.35785722857089075,0.9245356136057125,0.8136419192824822,0.46856686426971694,0.23341573447645944,0.12592654603137757,0.024116425915320865,0,-0.8972776332366978
Control,Control_086,0.8086292850204001,1.2088703130438208,0.31487700694908244,0.125100187610199,0.36639799972796444,0.9340316904053731,0.783929693813282,0.3737819842011103,0.19400511612806998,0.021910956130486214,0.021209887340279947,0,-1.003641467931644
Control,Control_087,1.0504839557222174,0.9860494806830769,0.4140781482391452,0.11736569791128618,0.4049344058423078,0.9009579968127477,0.7930523328141126,0.3548536275267453,0.1609085889668651,0.03067666588979684,0.02260784684196709,0,-0.9505579320960846
Control,Control_088,0.9306495067800747,1.0208989526264913,0.3730125776761779,0.07956374001877475,0.33251892414030465,0.8957642463319629,0.8219195592608911,0.3656920355030985,0.24438536851609616,0.07272151756685485,0.021094342655935627,0,-1.013447234283131
Control,Control_089,1.1057376064976043,1.0356862065552794,0.31291678573630727,0.15934102400036226,0.3335705105927138,0.859740412797109,0.8096845833469041,0.38964495686670453,0.04185293712920268,0.053343597396669676,0.019320319635906306,0,-0.9490085695440067
Control,Control_090,1.0001590826481288,1.299627732540402,0.3859287203179349,0.08371002255674517,0.3039250207145869,0.9240500859860303,0.9228229429291139,0.3553495872426796,0.15511582949242228,0.011857355700932624,0.013391801672281331,0,-1.139418829737893
Control,Control_091,1.0474505182465645,0.7606518245772398,0.3567954284543628,0.12917237419219052,0.3331154802275013,0.8524400638799189,0.8395423639465792,0.4951157055949831,0.1354571147443859,0.10581000509328559,0.021773303059360732,0,-0.8474785813010008
Control,Control_092,0.8850917253981745,1.09456133808218,0.41780514933730223,0.11757235546214877,0.33030200340227805,0.7624544582028246,0.8005175776658495,0.4101422263439832,0.24735404243953396,0.17163339078849915,0.03373215377913472,0,-0.7441677721203648
Control,Control_093,0.9292801322287165,0.9987983064564353,0.3008562834285853,0.13403848874478835,0.3912513879897434,0.9143065266509737,0.8626764123625806,0.43169761201714024,0.2169962572007207,0.2352964149361827,0.02866395935919958,0,-0.8156598289829192
Control,Control_094,0.9449633636678698,1.0805871834496243,0.3270636497381562,0.13449200372557157,0.3441576136830182,0.9479633464479543,0.8023130158525295,0.40615044470182715,0.22312457653975362,0.027998525053299417,0.020796043394533704,1,-1.0001009489637682
Control,Control_095,1.1028042976291066,0.9336898698281559,0.32255242928074895,0.17514574690373608,0.41010039151177186,0.7636079725857206,0.8260472222467841,0.5623364254610362,0.2714174114298997,0.2226052473979367,0.04734532701472646,0,-0.4603833856777927
Control,Control_096,1.2012852505366587,1.006698772604509,0.24755395363075167,0.05604289983947826,0.29956914432016446,0.8746413890397504,0.8211358163587514,0.21927450559560732,0.12489597855656132,0.10717448205177678,0.01691738144797916,0,-1.1837746372306124
Control,Control_097,0.9033793897908549,1.0979438458433823,0.3707284193945203,0.1135624506704798,0.3366075661238423,0.9387340563957378,0.886737726522389,0.3523303951724184,0.2221065558468228,0.03649275497289775,0.017893002894442175,0,-1.0543168247750723
Control,Control_098,1.1292217773589217,1.3861238004327838,0.36827386905259224,0.07017003122146882,0.17170246613241347,1.053873025941019,0.8849114976390977,0.2658618746865399,0.08787809418654673,0.055108696418525185,0.007956148492731659,0,-1.533389995684247
Control,Control_099,0.7396387098729158,1.1095389190357714,0.3503579419649722,0.09596768408317359,0.3873283950666018,0.9004726090158102,0.7409631871956398,0.48438661269773997,0.25590876189107153,0.17685947240096742,0.031278623330281544,0,-0.8161040795010366
Control,Control_100,0.8566972718689253,0.9108067045438619,0.33357890066373963,0.13939064481499996,0.36697998347960953,0.8605617534026293,0.8593914293197544,0.41156512471725,0.24323810644038113,0.10393214690314277,0.026929164208147158,0,-0.823176949602274
Control,Control_101,0.8849465852575871,0.9617234144647985,0.25092404805647095,0.13324273381848595,0.40981993790849436,0.8793759541939314,0.8306719718113744,0.33980515190222654,0.10432562934436565,0.0,0.020509937221738158,0,-0.9443278081890789
Control,Control_102,0.8376989572671133,0.9581648833014604,0.3205548274064248,0.05686427014159116,0.10285104509015777,1.03701830781492,0.9039953766681941,0.25554558936070704,0.08489557663804703,0.0,0.006270617560131198,0,-1.6339811463305887
Control,Control_103,0.8099693932254904,0.797097395591921,0.3260099838431261,0.16627984955143374,0.5010121616327962,0.8308743395563286,0.7284855339353159,0.4928044769546851,0.4099096764929818,0.39829959963306294,0.08517938093941896,0,-0.3784563042833988
Control,Control_104,1.0495598694565358,0.9729637533033504,0.29384059115448663,0.18418247843236735,0.3531108413237032,0.8528868180270939,0.8849227435087704,0.3930192991237281,0.2599803467622662,0.12379554333195601,0.02972006496274886,0,-0.7787629632221338
Control,Control_105,0.9743118762726566,1.1005140661261323,0.3387100001833793,0.1433545942576048,0.42208236458754833,0.860067968600421,0.743139040285924,0.4326038255389158,0.17942736046212368,0.14571356036699928,0.0338146758381496,0,-0.750808022678317
Control,Control_106,1.0455286477126131,0.8596667220183075,0.3782835599770177,0.24500699474544013,0.31745973273666095,0.8432913092257286,0.9284073874670086,0.4759736098130345,0.269570046606877,0.07262172518835242,0.028803286871934574,0,-0.6989858437577614
Control,Control_107,1.0828567223345815,1.138392494433594,0.4820330130847371,0.1222842026334436,0.37792206453942956,0.9034251891797143,0.7836131740237404,0.3873202873124823,0.0949207346947664,0.0,0.018956289605753834,0,-0.9934814603519858
Control,Control_108,1.031874039180704,1.0711075548376434,0.3622204468982287,0.05209787421569502,0.2297049539749068,1.0223631731744873,0.9358893788986661,0.14581883615232108,0.002663381499135531,0.0,0.006880141097148717,0,-1.5833570214246395
Control,Control_109,1.0789315811380449,0.9244665776709984,0.36802852735059344,0.022086769638450993,0.24627521908859662,0.958439532314158,0.8491295408160665,0.33952035946261394,0.1524135702881882,0.0,0.010676572250844459,0,-1.331127385310629
Control,Control_110,0.9916561256509276,0.9955910198269812,0.3447887858963683,0.21043873375307987,0.508679624959561,0.8418026100020893,0.8125711029586831,0.6368440857046309,0.28032404978836545,0.132187435527287,0.0496346348555575,0,-0.3837598218769459
Control,Control_111,0.8575607934033106,1.2043731932244468,0.21568601492906705,0.11475204460641693,0.3182906520194534,0.8970251659729163,0.8150874155494929,0.4315735915699055,0.1275921345859496,0.04396389171642288,0.017890527406078195,0,-1.0031589250818027
Control,Control_112,1.1269377016984956,1.1006003139282268,0.3481440287185548,0.11851532979686687,0.3485521995311707,0.8261965229008108,0.7975865843252348,0.36069751031535957,0.1384487253864581,0.06112225406893802,0.023090788644655077,0,-0.9158300715644012
Control,Control_113,0.9293065440662648,1.0136286148953007,0.35421611469587183,0.14077375772274436,0.40425293212344776,0.9326960425545604,0.8385090081097327,0.4274766431160239,0.20177171861765086,0.08095593983483558,0.023974922660784093,0,-0.8808360537978829
Control,Control_114,0.8877284441485089,0.9840525782722048,0.52242694787397,0.11532008891798691,0.36659177217117644,0.8970067360448232,0.7778137213766064,0.4152942605282807,0.1208903773775435,0.06996353955476142,0.021200825063570964,0,-0.9517938301072002
Control,Control_115,0.9786498549034722,1.021767664761722,0.3365347324653214,0.26453227513987204,0.4095688471729928,0.8585456939200308,0.8648633198245225,0.5770024374246998,0.37074423042901133,0.25341368821469656,0.05559543035839309,0,-0.4180777588056869
Control,Control_116,0.8904626896844184,0.9511629493544465,0.37110831396335286,0.13764118080568716,0.367485801535195,1.0567859131255901,0.8708006543748307,0.42538786971241105,0.23141060870280375,0.14993604566095495,0.01948602176851196,0,-1.0420424348087238
Control,Control_117,0.9499083541612682,0.7600046356212411,0.34757017612063296,0.1282132493185151,0.5059350531600111,0.8831178138321195,0.771991050674833,0.4498381606694412,0.2474586999290589,0.08344803375801632,0.03654279900964756,0,-0.6852596578320188
Control,Control_118,1.041286470587616,1.2576359255716907,0.26819253736663273,0.137413385512243,0.3378027076881584,0.866107710121887,0.7793287657110051,0.42928187778181665,0.15808063875199957,0.05667898176052057,0.023077987406820075,0,-0.9033702712876337
